SITE CODE,Location Name,Latitude/Northings,Longitude/Eastings,EPSG Code,Survey Date,Survey Time,Site observations,Survey duration (hrs),Sampler group name *,Number in sampler group,No. of volunteers testing,Water type,Rainfall in last 7 days,Rainfall (mm) (optional),Water level or flow,Rate of Flow (optional),Air Temperature (deg C),Water Temperature (deg C),pH (pH units),Electrical Conductivity (µS/cm),Turbidity (NTUs),Available Phosphate (mg/L),Dissolved Oxygen (mg/L),Dissolved Oxygen (% sat),Faecal Coliforms (CFU/100mL),E. coli (CFU/100mL),Total Phosphate (mg/L),Nitrates (mg/L as N),Did you calibrate your EC meter?,Water Testing Notes/Issues,Photos uploaded,Verifyed by Ingrid,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",14/4/20,12:00 PM,"Slow flow, sunny, no clouds, leaf litter (5%) on surface, red dragonflies, bird calls, school of fish (30cm x 12), water bugs, fresh odour, sligyht dampness, silt on shallow rocks",,Bellingen Riverwatch,1,1,Fresh,Light,,Medium,,25,18,7.5,80,7,0.01,8.5,90,,,,,Yes,"Need demineralised water. Tested by Leah Anforth, Uploaded by Amy Denshire.",,YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",10/6/20,12:15 PM,"Abundant bird-life, raining lightly, fresh and silty odour, no algae",1,Bellingen Riverwatch,2,,Fresh,Moderate,,Low,,18,15,7,80,7,,,,,,,,Yes,need some gloves soon,,,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",12/8/20,11:00 AM,"slow flow, overcast weather, no visible pollution, bird calls and water skater bug, fresh odour, minimal algae.",1 ,Bellingen Riverwatch,10,,Fresh,Light,,Medium,,24,15,7.5,80,7,0.04,9.4,93,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=2020-08-Orama-Upstream.JPG.JPG, https://biocollect.ala.org.au/image?id=2020-08-Orama-Across.JPG.JPG, https://biocollect.ala.org.au/image?id=2020-08-Orama-Downstream.JPG.JPG]",Yes,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",9/9/20,10:15 AM,"Sunny conditions, slightly murky water, clumps of leaf litter, silty, bird calls, river bugs, black snake swimming in river. Fresh, mossy and muddy smell, light coverage of algae on rocks. ",,Bellingen Riverwatch,14,,Fresh,Light,,Medium,,22,20,7,80,7,0.07,8,88,,,,,Yes,Last rainfall was 4-5 days ago,,YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",14/10/20,12:15 PM,"Sunny and clear. Light wind. Leaf litter. Water dragon, black-necked crane, birds, river critters. Slight algae.",,Bellingen Riverwatch,15,,Fresh,Light,11,Medium,,28,25,7,100,7,0.37,3,36,,,,,Yes,,,YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",11/11/20,9:10 AM,"sunny, muddy/silty, leaf litter, water clear",.25,Bellingen Riverwatch,,,Fresh,Light,,Medium,,24,23.5,7,90,7,0.3,7.4,88,,,,,Yes,,,YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",9/12/20,11:00 AM,"Crystal clear water, average flow, hot, sunny and breezy day. Cicadas deafening, flies, moths, river insects, tiny fish",,Bellingen Riverwatch,,,Fresh,Light,,Medium,,24,27,,100,7,0,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",9/12/20,11:00 AM,"Crystal clear water, average flow, hot, sunny and breezy day. Cicadas deafening, flies, moths, river insects, tiny fish",,Bellingen Riverwatch,,,Fresh,Light,,Medium,,24,27,,100,7,0,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",10/2/21,10:55 AM,"Cloudy, humid weather, very clear water, birds, river bugs, butterflies",,Bellingen Riverwatch,,,Fresh,Light,,Medium,,24,21,,80,7,0.07,8,90,,,,,Yes,Could we please have new water sample plastic bottles?,,YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",10/3/21,12:05 PM,"Hot and sunny, clouds gathering, flood debris in trees, birds and midges, dew and damp smell.",,Bellingen Riverwatch,,,Fresh,Heavy,,High,,26,22,7,70,7,0.2,7.4,85,,,,,Yes,Could we receive some more starch indicator solution?,,YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",14/7/21,10:52 AM,"Bird calls, water bugs, fresh, cool smell",,Bellingen Riverwatch,,,Fresh,Light,4,Medium,,17,13,6.5,,7,0.01,7.4,70,,,,,,Filter paper please,"[https://biocollect.ala.org.au/image?id=B3.2_Upstream.jpg, https://biocollect.ala.org.au/image?id=B3._2_Downstream.jpg, https://biocollect.ala.org.au/image?id=B3.2_Across1.jpg, https://biocollect.ala.org.au/image?id=B3.2_Across.jpg]",YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,"WGS 84, Lat/Lon",11/8/21,11:10 AM,"Sunny, few bird calls, fresh and clean smell",,Bellingen Riverwatch,,,Fresh,Moderate,17,Low,,15,12,7,80,7,0.01,,,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=7_Upstream.jpg, https://biocollect.ala.org.au/image?id=7_Downstream.jpg]",YES,,,,,,,,,,,,,,,,,,
B3.2,"Bellinger B3.2 - Bellinger River at Orama Public School, Darkwood",-30.431716,152.691905,,15/9/21,12:10:00 下午,"Cloudy, water bugs, birds, lady bugs, fresh smell",,Bellingen Riverwatch,,,Fresh,Light,,Medium,,22,17,6,,7,,,,,,,,,We had some difficulty with various meters. User error likely.,"[https://biocollect.ala.org.au/image?id=20210915_B3.2_Downstream.jpg, https://biocollect.ala.org.au/image?id=20210915_B3.2_Across.jpg, https://biocollect.ala.org.au/image?id=20210915_B3.2_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
B3.3,"Bellinger B3.3 - Bellinger River, Homeland, Darkwood Road, Darkwood",-30.42632979,152.7173531,"WGS 84, Lat/Lon",8/9/20,12:15 AM,not reported,,Bellingen Riverwatch,2,,Fresh,,,,,23,19,7,80,10,0.08,9,97,,,,,,,,YES,,,,,,,,,,,,,,,,,,
B3.3,"Bellinger B3.3 - Bellinger River, Homeland, Darkwood Road, Darkwood",-30.42632979,152.7173531,"WGS 84, Lat/Lon",10/11/20,11:00 AM,"sunny day, birds chirping",,Bellingen Riverwatch,2,,,,,,,,,7,,,0.05,7.8,,,,,,,,"[https://biocollect.ala.org.au/image?id=k33cnov.jpg, https://biocollect.ala.org.au/image?id=k33nov.jpg]",YES,,,,,,,,,,,,,,,,,,
B3.3,"Bellinger B3.3 - Bellinger River, Homeland, Darkwood Road, Darkwood",-30.42633,152.717353,"WGS 84, Lat/Lon",13/4/21,1:00 PM,"Clear, cold, looking fabulous, still running higher than usual. Bright sunny day.",,Bellingen Riverwatch,2,,Fresh,Nil,0,High,,19,15,7,80,,,9.5,94,,,,,,"I’m (Cassie) filling in for this site and haven’t done it before so can’t make pre and post flood observations.
 I’m accompanied by new volunteer Adam Niccoli.
 Oxygen probe results were : 85% sat and 17.4 degree
 Available phosphate was an average of 6 readings from two meters (0.0, 0.01, 0.0, 0.03, 0.03, 0.03)","[https://biocollect.ala.org.au/image?id=IMG_20210420_105844.jpg, https://biocollect.ala.org.au/image?id=IMG_20210420_105830.jpg, https://biocollect.ala.org.au/image?id=IMG_20210420_105840.jpg]",Yes,,,,,,,,,,,,,,,,,,
B3.3,"Bellinger B3.3 - Bellinger River, Homeland, Darkwood Road, Darkwood",-30.42632979,152.7173531,,14/9/21,12:45:00 下午,"raining, school of small tadpoles, fly catchers, ducks, water skimmers, diversity of bird calls, no visible pollution, odour or algae",,Bellingen Riverwatch,2,,Fresh,Moderate,,Medium,,12.5,17,,80,7,0,8.6,89,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=3.3a.jpg, https://biocollect.ala.org.au/image?id=3.3b.jpg, https://biocollect.ala.org.au/image?id=3.3c.jpg]",YES,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",13/9/17,10:00 AM,"Warm sunny morning, with nil cloud cover.  Light to moderate wind higher in the trees, though with little water disturbance.  No fish observed, with only sign of fauna being birdsong.",1,Chryrsalis Steiner School,11,11,Fresh,Nil,,Low,,33,19,8,90,7,0.06,8,90,,,,,true,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",10/10/17,9:00 AM,"Fine sunny day with 3/8 cloud cover.  Nil wind at river level, very slight breeze high in tree canopy.  Medium to strong flows, with higher levels than previously observed in testing.  Much bird song, though no other signs of life in, or out of the water.",1,Chryrsalis Steiner School,1,1,Fresh,Moderate,,Medium,,26,22,7.5,80,7,0.06,6,69,,,,,true,,Yes,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",14/11/17,1:31 PM,"Sunny day with around 3-4 eighths cloud cover with a slight breeze.  The river flow was a little less than medium and the river surface was essentially smooth.  We noticed, for the first time in months, insect activity, including dragon flies and moths, as well as tadpoles in the water.  No major sightings of fauna, though there was birdsong.",1,Chryrsalis Steiner School,13,12,Fresh,Light,,Medium,,25,21,8,70,7,0.02,7.5,84,210,,,,true,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",12/12/17,10:00 AM,"Fine weather 25oC, algal growth not visible in water, sample collected in shallow flowing water near bank.",,Chryrsalis Steiner School,,3,Fresh,Light,,Medium,,25,24,7.5,70,7,0.08,8.5,101,160,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",13/2/18,9:30 AM,"7/8 - full cloud cover, humid, no breeze.  Lots of small fish close to river bank.  Insects present include dragonflies, midges and boatmen.",,Chryrsalis Steiner School,14,14,,Moderate,,Medium,,29,27,7,60,7,0.07,7.8,98,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",13/3/18,9:30 AM,"Fine day, little to no wind.  Strong flow following heavy rain.  Water clear.  Difficult to perform testing at normal location due to higher than normal water level.  Unable to get close enough to observe fish or insect live.  Oxygen level testing may be impacted by inability to safely enter water to submerge and cap bottle.",1,Chryrsalis Steiner School,1,1,,Heavy,,High,,24.5,19.5,8,70,7,0.08,7.9,87,,,,,false,Please note Phosphate Acid Reagent is running low.,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",10/4/18,9:30 AM,"Semi overcast day with no breeze.  No fish or insect life observed, with only bird calls evident.",1,Chryrsalis Steiner School,1,1,Fresh,Light,,Medium,,22.5,20.5,7,110,7,0.09,7,78,150,,,,true,Nil,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",10/7/18,11:00 AM,,,Bellingen Riverwatch,,1,,Light,,Low,,16,12,7.5,,7,0.12,10.6,98,30,,,,false,Volunteer - Sue Lennox,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",14/8/18,12:22 PM,"Historically low water levels, debris (leaf litter etc), build up in low areas. ",,Bellingen Riverwatch,,,,Nil,,,,22,13,7,74,7,0.07,10,95,,,,,false,Taken by new volunteers at Training Day with Sue Lennox. Turbidity was less than 7. ,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",12/9/18,12:26 PM,,,Bellingen Riverwatch,6,4,Fresh,Light,,Medium,,25.5,19.5,7.5,70,7,0.22,7.6,84,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",10/10/18,9:30 AM,"Sunny morning, severe storms expected (and happened) later in the day, no visible pollution, some bubbling in eddies under bridge, sighted insects and could hear birds and flying foxes in riparian environment",1,Bellingen Riverwatch,8,5,Fresh,Moderate,,Medium,,19.5,19,7.5,70,7,0.07,7,75,,,,,true,Volunteers being trained at this site today,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",14/11/18,11:41 AM,"Good healthy flow, white bubbles, some algae on rocks. Insects and birds seen. Cloud cover coming over.",1,Bellingen Riverwatch,2,2,,Light,,Medium,,28,22.5,7.5,110,7,0.11,7.4,86,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",12/12/18,10:13 AM,"Cow in the river just upstream of sight. Lots of insects and birds can be heard. Some algae. Overcast, likely to rain later. ",1,Bellingen Riverwatch,1,1,,Light,,Medium,,23.5,24.5,7.5,110,7,0.06,6,73,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",9/1/19,8:35 AM,"Flowing, fine weather, no visible pollution or odour or algae. Eastern yellow robin calling
Ed- lots of algae growing just downstream",1,Bellingen Riverwatch,2,2,,Light,,Medium,,25,25,7,110,7,0.02,6.4,77,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",13/2/19,11:30 AM,River was very low with river grasses showing above the water line. Algal growth in parts of the river. (note it would be great if we measured river height below bridge for comparison).,,Bellingen Riverwatch,,8,,,,,,36,27.5,7.5,90,7,0.11,7,89,60,,,,false,Testing as part of Chrysalis training day with Sue Lennox ,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",13/3/19,11:30 AM,Large bat colony 100m upstream ,,Bellingen Riverwatch,,10,,,,,,27,25,8,70,7,0,7,85,20,,,,false,"Tested by Sue Lennox and Chysalis Steiner School, uploaded by Amy ",,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",9/4/19,11:30 AM,It was a bright sunny day.,1,Chryrsalis Steiner School,8,6,Fresh,Moderate,25,Medium,,31,21,7,70,7,0.13,8.6,96,,,,,true,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",14/5/19,4:00 PM,,,Bellingen Riverwatch,,,,,,,,,,,,,,,,10,,,,false,"Testathon result - tested by Sue Lennox, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",14/5/19,4:00 PM,,,Bellingen Riverwatch,,,,,,,,,,,,,,,,10,,,,false,"Testathon result - tested by Sue Lennox, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",10/9/19,11:10 AM,,,Bellingen Riverwatch,1,,,Nil,,,,,,7,70,7,0.06,9.4,,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",9/10/19,2:19 PM,,0.6,Bellingen Riverwatch,1,,,Light,,,,23.5,23.5,7,80,7,0.02,8.8,105,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",9/10/19,4:30 PM,"Cloudy, clean, birds",1,Bellingen Riverwatch,,1,,Light,,Low,,23,20.5,7,70,7,0.03,7.8,87,,,,,false,,,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",10/12/19,11:35 AM,,0.6,Bellingen Riverwatch,1,0,Fresh,Nil,,Low,,33.5,26,7,90,7,0.01,5.4,67,,,,,false,,Yes,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",16/1/20,10:20 AM,,,Bellingen Riverwatch,,,,light,,,,31.5,26,7,110,7,0.04,8,99,,,,,,,Yes &  standard January volunteer sampling results,,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",11/2/20,9:10 AM,Last rainfall within 24 hours,,Bellingen Riverwatch,,,,Heavy,,High,,21,19.5,7,70,150,0.08,8.4,92,,,,,,drive folder,Ben Watkins,Yes,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",12/5/20,11:15 AM,Weather fine with cloud increasing.  Some bubbles/foam visible on surface of flowing water.  Nil wildlife observed.  Nil Odour.  Some 'scum' algae on rocks.  Patches of green stringy algaue about but not large or lengthy.,1.33,Bellingen Riverwatch,1,,Fresh,Light,,Medium,,20,14.5,7,80,7,0.035,9.2,91,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=Rosewood_1_across.jpg, https://biocollect.ala.org.au/image?id=Rosewood_1_downstream.jpg, https://biocollect.ala.org.au/image?id=Rosewood_1_upstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",9/6/20,10:30 AM,frog sounds.  Some scum under bridge.,2,Bellingen Riverwatch,,,,Light,,Medium,,16.5,14,7,80,7,0.08,9.4,91,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=0_20200512_124220_resized.jpg, https://biocollect.ala.org.au/image?id=0_20200512_124243_resized.jpg]",,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",16/7/20,10:30 AM,,1,Bellingen Riverwatch,2,,Fresh,Light,,,,15,12,7,,7,0.03,9.5,88,,,,,,Tested by Sue Lennox and Cath Eaglesham. Uploaded by Amy Denshire. EC conductivity meter batteries flat. ,"[https://biocollect.ala.org.au/image?id=02007_B4_across.jpg, https://biocollect.ala.org.au/image?id=202007_B4_downstream.jpg, https://biocollect.ala.org.au/image?id=202007_B4_upstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",13/8/20,11:30 AM,"clear, sunny day, water clear and steady",,Bellingen Riverwatch,1,,Fresh,,,,,17,14,8,80,7,0.10,9.2,89,,,,,,,"[https://biocollect.ala.org.au/image?id=b41.jpg, https://biocollect.ala.org.au/image?id=b42.jpg]",Yes,,,,,,,,,,,,,,,,,,
B4,"Bellinger B4 - Bellinger River, Hobarts Bridge, Darkwood Road, near Chyrsalis Steiner School, Thora",-30.43327378,152.722952,"WGS 84, Lat/Lon",8/9/20,10:30 AM,"steady flow, sunny day, foamy bubbles creamy colour on water, birds and insects",,Bellingen Riverwatch,1,,Fresh,,,,,18,18.5,7,80,10,0.03,8.2,88,,,,,,,"[https://biocollect.ala.org.au/image?id=b4.1sept.jpg, https://biocollect.ala.org.au/image?id=b4.2sept.jpg, https://biocollect.ala.org.au/image?id=b4.3sept.jpg]",YES,,,,,,,,,,,,,,,,,,
B5,"Bellinger B5 - Bellinger River, at Leans Bridge (1st bridge) up Darkwood Road, near Thora Saw Mill",-30.42877,152.77063,"WGS 84, Lat/Lon",9/8/17,9:00 AM,"Clear, sunny cool weather, water looks clear and is odourless. Slow flow, some algae on logs and rocks in sheltered area in lee of bridge. No visible pollution, organic debris present. riparian vegetation.",,Bellingen Riverwatch,1,1,Fresh,Nil,,Low,,13,15,7,70,7,0.06,10,99,,,,,TRUE,"Sample taken 2m downstream from bridge, just upstream from rapids feed-in.",,,,,,,,,,,,,,,,,,,,
B5,"Bellinger B5 - Bellinger River, at Leans Bridge (1st bridge) up Darkwood Road, near Thora Saw Mill",-30.42877,152.77063,"WGS 84, Lat/Lon",12/9/17,12:00 PM,"Overcast warm day, water slow flowing, smells clean, a little cloudy, slight algae on rocks in backwater eddy, organic debris in eddy: ribbon weed & flowers. Callistemon flowering, butterflies hovering, 7 x Welcome swallows flying overhead.",,Bellingen Riverwatch,2,2,Fresh,Nil,,Low,,28,17,7,60,7,0.02,6.8,70,,,,,true,,,,,,,,,,,,,,,,,,,,,
